"year","scenario","technology","Glass_mean","Glass_min","Glass_max","Terbium_mean","Terbium_min","Terbium_max","Tin_mean","Tin_min","Tin_max","Vanadium_mean","Vanadium_min","Vanadium_max","Yttrium_mean","Yttrium_min","Yttrium_max","Zinc_mean","Zinc_min","Zinc_max","Aluminum_mean","Aluminum_min","Aluminum_max","Boron_mean","Boron_min","Boron_max","Cadmium_mean","Cadmium_min","Cadmium_max","Cement_mean","Cement_min","Cement_max","Chromium_mean","Chromium_min","Chromium_max","Copper_mean","Copper_min","Copper_max","Dysprosium_mean","Dysprosium_min","Dysprosium_max","Fiberglass_mean","Fiberglass_min","Fiberglass_max","Gallium_mean","Gallium_min","Gallium_max","Germanium_mean","Germanium_min","Germanium_max","Manganese_mean","Manganese_min","Manganese_max","Molybdenum_mean","Molybdenum_min","Molybdenum_max","Neodymium_mean","Neodymium_min","Neodymium_max","Nickel_mean","Nickel_min","Nickel_max","Niobium_mean","Niobium_min","Niobium_max","Praseodymium_mean","Praseodymium_min","Praseodymium_max","Selenium_mean","Selenium_min","Selenium_max","Silicon_mean","Silicon_min","Silicon_max","Silver_mean","Silver_min","Silver_max","Steel_mean","Steel_min","Steel_max","Tellurium_mean","Tellurium_min","Tellurium_max","Indium_mean","Indium_min","Indium_max","Lead_mean","Lead_min","Lead_max","Magnesium_mean","Magnesium_min","Magnesium_max","model"
2025,"IRA","Biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"IRA","Coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"IRA","Hydro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"IRA","Gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"IRA","Nuclear New",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028125,0.0135,0.0405,0,0,0,0,0,0,27.6396666666667,14.7,46.065,0,0,0,0.96885,0.5445,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25725,0.15675,0.35025,0,0,0,0,0,0,0.15105,0.03675,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,0.00075,0.00075,23.98775,5.55525,37.8,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"IRA","onshore wind",0,0,0,0.12271708125,0.00510435,0.510435,0,0,0,1.5347079,1.531305,1.5381108,0.0208427625,0.007656525,0.034029,93.57975,93.57975,93.57975,34.11541575,0.850725,224.5914,0.045372,0.0170145,0.102087,0,0,0,920.37952725,658.7503965,1243.3345875,8.957964105,4.0664655,15.347079,59.5562070000334,15.176934,261.172575,0.228696600638298,0.01531305,0.850725,147.23214,125.9073,162.99891,0,0,0,0,0,0,13.441455,13.27131,13.6116,1.7112333375,1.28119185,2.0247255,2.0918885373,0.1054899,5.274495,4.25048386153846,1.8886095,7.48638,0.64144665,0.64144665,0.64144665,0.31261308,0.0170145,1.2760875,0,0,0,0,0,0,0,0,0,2081.53159846875,918.783,3470.958,0,0,0,0,0,0,114.33744,114.33744,114.33744,0,0,0,"EPS"
2025,"IRA","utility-scale solar pv",2248.1273525,1894.529205,2483.46525,0,0,0,20.470849275,20.470849275,20.470849275,0,0,0,0,0,0,0,0,0,775.66602324375,388.591355475,1365.9058875,0,0,0,0,0,0,273.3644808875,171.962229525,372.9455244,0,0,0,92.7461386090909,8.86951875,267.14990475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404450055,0.035478075,0.0461214975,0,0,0,0,0,0,0,0,0,164.388843115,0.1419123,319.302675,1.19317348809688,0.1419123,2.9801583,1984.99829625,1983.2243925,1986.7722,0,0,0,0,0,0,2.748663860625,0.19619375475,11.9206332,1.8980770125,1.8980770125,1.8980770125,"EPS"
2025,"Ref","Biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"Ref","Coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"Ref","Hydro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"Ref","Gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0591575,2.87589,3.242425,0,0,0,0,0,0,156.739529375,103.616625,220.4849,0,0,0,6.918348125,6.400265,7.584455,0,0,0,0,0,0,0,0,0,0,0,0,2.0441375,1.57892,2.8054025,0,0,0,0,0,0,0.136275833333333,0.11278,0.1550725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.1253,437.445425,720.805175,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"Ref","Nuclear New",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028125,0.0135,0.0405,0,0,0,0,0,0,27.6396666666667,14.7,46.065,0,0,0,0.96885,0.5445,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25725,0.15675,0.35025,0,0,0,0,0,0,0.15105,0.03675,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,0.00075,0.00075,23.98775,5.55525,37.8,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"Ref","onshore wind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2025,"Ref","utility-scale solar pv",1276.34724166667,1075.59615,1409.9575,0,0,0,11.62207825,11.62207825,11.62207825,0,0,0,0,0,0,0,0,0,440.3750473125,220.61806425,775.476625,0,0,0,0,0,0,155.199393291667,97.62948575,211.735332,0,0,0,52.6555037272727,5.0355625,151.6711425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022962165,0.02014225,0.026184925,0,0,0,0,0,0,0,0,0,93.3297867833333,0.080569,181.28025,0.677409884572917,0.080569,1.691949,1126.9588875,1125.951775,1127.966,0,0,0,0,0,0,1.56052081875,0.1113866425,6.767796,1.077610375,1.077610375,1.077610375,"EPS"
2030,"IRA","Biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2030,"IRA","Coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2030,"IRA","Hydro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2030,"IRA","Gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66656,1.56672,1.7664,0,0,0,0,0,0,85.38816,56.448,120.1152,0,0,0,3.76896,3.48672,4.13184,0,0,0,0,0,0,0,0,0,0,0,0,1.1136,0.86016,1.52832,0,0,0,0,0,0,0.07424,0.06144,0.08448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.4944,238.3104,392.6784,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2030,"IRA","Nuclear New",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0.0036,0.0108,0,0,0,0,0,0,7.37057777777778,3.92,12.284,0,0,0,0.25836,0.1452,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0686,0.0418,0.0934,0,0,0,0,0,0,0.04028,0.0098,0.0968,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,2e-04,6.39673333333333,1.4814,10.08,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2030,"IRA","onshore wind",0,0,0,0.3264089,0.0135768,1.35768,0,0,0,4.0820912,4.07304,4.0911424,0.0554386,0.0203652,0.090512,248.908,248.908,248.908,90.7418528421053,2.2628,597.3792,0.120682666666667,0.045256,0.271536,0,0,0,2448.07052133333,1752.176552,3307.0822,23.82683144,10.816184,40.820912,158.410514795822,40.368352,694.6796,0.608298413617021,0.0407304,2.2628,391.615253333333,334.8944,433.55248,0,0,0,0,0,0,35.75224,35.29968,36.2048,4.5516222,3.4077768,5.385464,5.5641075344,0.2805872,14.02936,11.3056450461538,5.023416,19.91264,1.7061512,1.7061512,1.7061512,0.831503573333333,0.045256,3.3942,0,0,0,0,0,0,0,0,0,5536.5596415,2443.824,9232.224,0,0,0,0,0,0,304.12032,304.12032,304.12032,0,0,0,"EPS"
2030,"IRA","utility-scale solar pv",3567.41406533333,3006.311064,3940.8572,0,0,0,32.48392292,32.48392292,32.48392292,0,0,0,0,0,0,0,0,0,1230.85637397,616.63155588,2167.47146,0,0,0,0,0,0,433.785164793333,272.87621212,591.80415552,0,0,0,147.173103432727,14.07449,423.9236388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641796744,0.05629796,0.073187348,0,0,0,0,0,0,0,0,0,260.858474258667,0.22519184,506.68164,1.89337311299833,0.22519184,4.72902864,3149.870862,3147.055964,3152.68576,0,0,0,0,0,0,4.361684451,0.3113277188,18.91611456,3.01194086,3.01194086,3.01194086,"EPS"
2030,"Ref","Biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234000000000001,0.0234000000000001,0.0234000000000001,0,0,0,0,0,0,0.376533000000002,0.295146000000002,0.457920000000003,0,0,0,0.00883350000000005,0.00817200000000005,0.00968400000000005,0,0,0,0,0,0,0,0,0,0,0,0,0.00261000000000001,0.00201600000000001,0.00358200000000002,0,0,0,0,0,0,0.000174000000000001,0.000144000000000001,0.000198000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936000000000005,0.936000000000005,0.936000000000005,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2030,"Ref","Coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2030,"Ref","Hydro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2030,"Ref","Gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97904,1.86048,2.0976,0,0,0,0,0,0,101.39844,67.032,142.6368,0,0,0,4.47564,4.14048,4.90656,0,0,0,0,0,0,0,0,0,0,0,0,1.3224,1.02144,1.81488,0,0,0,0,0,0,0.08816,0.07296,0.10032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.6496,282.9936,466.3056,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2030,"Ref","Nuclear New",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2030,"Ref","onshore wind",0,0,0,0.083765975,0.0034842,0.34842,0,0,0,1.0475828,1.04526,1.0499056,0.01422715,0.0052263,0.023228,63.877,63.877,63.877,23.2869868947368,0.5807,153.3048,0.0309706666666667,0.011614,0.069684,0,0,0,628.245780333333,449.659238,848.69305,6.11465486,2.775746,10.475828,40.6527249168878,10.359688,178.2749,0.156106986382979,0.0104526,0.5807,100.499813333333,85.9436,111.26212,0,0,0,0,0,0,9.17506,9.05892,9.2912,1.16807805,0.8745342,1.382066,1.4279111036,0.0720068,3.60034,2.90135587692308,1.289154,5.11016,0.4378478,0.4378478,0.4378478,0.213387893333333,0.011614,0.87105,0,0,0,0,0,0,0,0,0,1420.841516625,627.156,2369.256,0,0,0,0,0,0,78.04608,78.04608,78.04608,0,0,0,"EPS"
2030,"Ref","utility-scale solar pv",1180.58436666667,994.8954,1304.17,0,0,0,10.750087,10.750087,10.750087,0,0,0,0,0,0,0,0,0,407.33421075,204.065343,717.2935,0,0,0,0,0,0,143.554960166667,90.304457,195.849072,0,0,0,48.7048214545455,4.65775,140.29143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02123934,0.018631,0.0242203,0,0,0,0,0,0,0,0,0,86.3273595333334,0.074524,167.679,0.626584595041667,0.074524,1.565004,1042.40445,1041.4729,1043.336,0,0,0,0,0,0,1.443436725,0.10302943,6.260016,0.9967585,0.9967585,0.9967585,"EPS"
2035,"IRA","Biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2035,"IRA","Coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2035,"IRA","Hydro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2035,"IRA","Gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7939,5.4468,6.141,0,0,0,0,0,0,296.857275,196.245,417.588,0,0,0,13.103025,12.1218,14.3646,0,0,0,0,0,0,0,0,0,0,0,0,3.8715,2.9904,5.3133,0,0,0,0,0,0,0.2581,0.2136,0.2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096.836,828.501,1365.171,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2035,"IRA","Nuclear New",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2035,"IRA","onshore wind",0,0,0,0.381555675,0.0158706,1.58706,0,0,0,4.7717604,4.76118,4.7823408,0.06480495,0.0238059,0.105804,290.961,290.961,290.961,106.072686473684,2.6451,698.3064,0.141072,0.052902,0.317412,0,0,0,2861.671971,2048.206734,3865.81365,27.85237398,12.643578,47.717604,185.173967070191,47.188584,812.0457,0.711070414468085,0.0476118,2.6451,457.77864,391.4748,506.80116,0,0,0,0,0,0,41.79258,41.26356,42.3216,5.32061865,3.9835206,6.295338,6.5041633548,0.3279924,16.39962,13.2157334769231,5.872122,23.27688,1.9944054,1.9944054,1.9944054,0.97198608,0.052902,3.96765,0,0,0,0,0,0,0,0,0,6471.961246125,2856.708,10792.008,0,0,0,0,0,0,355.50144,355.50144,355.50144,0,0,0,"EPS"
2035,"IRA","utility-scale solar pv",3488.66323933333,2939.946612,3853.8626,0,0,0,31.76683886,31.76683886,31.76683886,0,0,0,0,0,0,0,0,0,1203.685164135,603.01938654,2119.62443,0,0,0,0,0,0,424.209337763333,266.85245746,578.74005216,0,0,0,143.924250552727,13.763795,414.5655054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627629052,0.05505518,0.071571734,0,0,0,0,0,0,0,0,0,255.100011702667,0.22022072,495.49662,1.85157681634083,0.22022072,4.62463512,3080.337321,3077.584562,3083.09008,0,0,0,0,0,0,4.2654000705,0.3044551454,18.49854048,2.94545213,2.94545213,2.94545213,"EPS"
2035,"Ref","Biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2035,"Ref","Coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2035,"Ref","Hydro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2035,"Ref","Gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39314,1.30968,1.4766,0,0,0,0,0,0,71.379165,47.187,100.4088,0,0,0,3.150615,2.91468,3.45396,0,0,0,0,0,0,0,0,0,0,0,0,0.9309,0.71904,1.27758,0,0,0,0,0,0,0.06206,0.05136,0.07062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.7336,199.2126,328.2546,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2035,"Ref","Nuclear New",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPS"
2035,"Ref","onshore wind",0,0,0,0.0591280750000001,0.0024594,0.24594,0,0,0,0.739459600000001,0.737820000000001,0.741099200000001,0.01004255,0.0036891,0.016396,45.089,45.089,45.089,16.4376372105263,0.4099,108.2136,0.0218613333333334,0.00819800000000001,0.0491880000000001,0,0,0,443.461245666667,317.401966,599.068850000001,4.31616502000001,1.959322,7.39459600000001,28.6956293153648,7.31261600000001,125.8393,0.110191585531915,0.00737820000000001,0.4099,70.9400266666668,60.6652000000001,78.5368400000001,0,0,0,0,0,0,6.47642000000001,6.39444000000001,6.55840000000001,0.824513850000001,0.617309400000001,0.975562000000001,1.0079227852,0.0508276000000001,2.54138,2.04798652307693,0.909978000000001,3.60712,0.3090646,0.3090646,0.3090646,0.150624586666667,0.00819800000000001,0.614850000000001,0,0,0,0,0,0,0,0,0,1002.932560125,442.692000000001,1672.392,0,0,0,0,0,0,55.0905600000001,55.0905600000001,55.0905600000001,0,0,0,"EPS"
2035,"Ref","utility-scale solar pv",1140.39722666667,961.02912,1259.776,0,0,0,10.3841536,10.3841536,10.3841536,0,0,0,0,0,0,0,0,0,393.4685376,197.1189504,692.8768,0,0,0,0,0,0,138.668343466667,87.2304896,189.1823616,0,0,0,47.0469073454545,4.4992,135.515904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020516352,0.0179968,0.02339584,0,0,0,0,0,0,0,0,0,83.3887726933334,0.0719872,161.9712,0.605255629866667,0.0719872,1.5117312,1006.92096,1006.02112,1007.8208,0,0,0,0,0,0,1.39430208,0.099522304,6.0469248,0.9628288,0.9628288,0.9628288,"EPS"
2025,"IRA","Biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E4ST"
2025,"IRA","Coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04091455488383,1.96436532361083,4.80691749777709,0,0,0,0,0,0,159.433282039653,55.0099324545292,336.276233221897,0,0,0,4.53537287951324,4.19834941712903,4.96868875972152,0,0,0,0,0,0,0,0,0,0,0,0,1.1169920467591,0.862780063703581,1.53297529175904,0,0,0,0,0,0,0.0744661364506067,0.0616271474073986,0.0847373276851731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.645677066838,474.898797921414,733.101138771562,0,0,0,0,0,0,0,0,0,0,0,0,"E4ST"
2025,"IRA","Hydro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E4ST"
2025,"IRA","Gas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86037219438672,0.808829159699958,0.911915229073482,0,0,0,0,0,0,44.0823689174184,29.1416653523299,62.010542052645,0,0,0,1.94575318285554,1.80004472982844,2.13309262246181,0,0,0,0,0,0,0,0,0,0,0,0,0.574903079198499,0.444063068070565,0.789004915589665,0,0,0,0,0,0,0.0383268719465666,0.0317187905764689,0.0436133370426448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.876794621756,123.029867019237,202.723722224275,0,0,0,0,0,0,0,0,0,0,0,0,"E4ST"
2025,"IRA","Nuclear New",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22261837124801e-08,1.06685681819904e-08,3.20057045459713e-08,0,0,0,0,0,0,2.18426421008016e-05,1.16168853537229e-05,3.64035254298807e-05,0,0,0,7.65647576527514e-07,4.30298916673614e-07,1.1853964646656e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.03295493690151e-07,1.23873930557556e-07,2.76790074499419e-07,0,0,0,0,0,0,1.19369423991826e-07,2.90422133843073e-08,2.86865944449076e-07,0,0,0,0,0,0,0,0,0,0,0,0,5.92698232332802e-10,5.92698232332802e-10,5.92698232332802e-10,1.89566626968549e-05,4.39011580688906e-06,2.98719909095732e-05,0,0,0,0,0,0,0,0,0,0,0,0,"E4ST"
2025,"IRA","onshore wind",0,0,0,0.123518484607159,0.00513768393513312,0.513768393513312,0,0,0,1.54473030316336,1.54130518053994,1.54815542578678,0.0209788760684602,0.00770652590269968,0.0342512262342208,94.1908721441072,94.1908721441072,94.1908721441072,34.3382063218945,0.85628065585552,226.058093145857,0.0456683016456277,0.0171256131171104,0.102753678702662,0,0,0,926.390061688117,663.052363055163,1251.45417853284,9.01646405002746,4.09302153498939,15.4473030316336,59.9451385468344,15.2760469004625,262.878161347645,0.230190102778794,0.0154130518053994,0.85628065585552,148.193638840062,126.729537066617,164.063373661918,0,0,0,0,0,0,13.5292343625172,13.3579782313461,13.7004904936883,1.72240853925338,1.28955866771841,2.03794796093614,2.10554960615462,0.106178801326084,5.30894006630422,4.27824162762521,1.90094305599925,7.53526977152858,0.645635614515062,0.645635614515062,0.645635614515062,0.314654598338375,0.0171256131171104,1.28442098378328,0,0,0,0,0,0,0,0,0,2095.12503138007,924.783108323962,3493.62507589052,0,0,0,0,0,0,115.084120146982,115.084120146982,115.084120146982,0,0,0,"E4ST"
2025,"IRA","utility-scale solar pv",2656.28599945366,2238.49035829814,2934.35065694513,0,0,0,24.1874332722477,24.1874332722477,24.1874332722477,0,0,0,0,0,0,0,0,0,916.492028577936,459.142039221714,1613.89286131982,0,0,0,0,0,0,322.995155288643,203.1828233459,440.65563008296,0,0,0,109.584659079369,10.479823774804,315.652292097097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477879964131064,0.0419192950992161,0.0544950836289809,0,0,0,0,0,0,0,0,0,194.234451152054,0.167677180396864,377.273655892945,1.40980003994281,0.167677180396864,3.52122078833415,2345.38456080114,2343.28859604618,2347.4805255561,0,0,0,0,0,0,3.24769738781177,0.231813701898665,14.0848831533366,2.24268228780806,2.24268228780806,2.24268228780806,"E4ST"
