"row_id","year","scenario","Material","Gas","Nuclear New","offshore wind","onshore wind","utility-scale solar pv","total_demand"
43,2030,"REF","Aluminum",8.30680704691543,0.282520412411766,1451.21219990796,3781.19514490702,924864.049712762,930105.046385036
43,2030,"IRA","Aluminum",1.99094168977884,0.00555129991395067,4038.75856333968,14506.5682948195,1192971.62516408,1211518.94851523
43,2035,"REF","Aluminum",0.877213337862362,0.0467476873350772,3923.33912138398,1801.7794110246,590084.319257005,595810.361750439
43,2035,"IRA","Aluminum",0.206127706706979,0.0252848126677679,3922.23828404958,6254.65587051146,2182613.13254552,2192790.2581126
84,2025,"REF","Manganese",5543.62884762112,0,0,21536.6381686769,0,27080.267016298
84,2025,"IRA","Manganese",5261.51678473454,0,0,21536.7670794123,0,26798.2838641468
84,2030,"REF","Manganese",7.24956352751223,2.17614225152799,0,11640.4516118474,0,11649.8773176264
84,2030,"IRA","Manganese",1.73754586787758,0.0427594529914705,0,44658.6330031793,0,44660.4133085002
84,2035,"REF","Manganese",0.765566574990529,0.36007882298718,0,5546.79810099315,0,5547.92374639112
84,2035,"IRA","Manganese",0.17989293553021,0.194758844851553,0,19255.0281641801,0,19255.4028159605
62,2025,"REF","Steel",1295424.38775914,0,397396.760426723,2976799.92735823,1300227.79241221,5969848.8679563
62,2025,"IRA","Steel",1229500.9905784,0,397880.606547275,2976817.74543479,1838190.06985994,6442389.41242041
62,2030,"REF","Steel",1694.06387986788,102.966851222224,885791.944484826,1608946.35649131,2734322.00068842,5230857.33239565
62,2030,"IRA","Steel",406.026332925341,2.02321618976194,2465180.35153803,6172728.27999361,3526970.86874147,12165287.5498222
62,2035,"REF","Steel",178.896105593638,17.0375730579016,2394730.54969115,766679.927237759,1744559.68626609,4906166.09687365
62,2035,"IRA","Steel",42.0370306665493,9.21525464981036,2394058.61980863,2661435.17811319,6452804.72212557,11508349.7723327
61,2025,"REF","Cement",299598.169368762,0,246.277455002901,1336910.48730949,185657.510233465,1822412.44436672
61,2025,"IRA","Cement",284351.791964919,0,246.57730745025,1336918.48958509,262472.309619639,1883989.1684771
61,2030,"REF","Cement",391.793177585697,204.351261353385,548.949079291801,722593.828944545,390429.598403371,1114168.52086615
61,2030,"IRA","Cement",93.9033935206116,4.01533867900979,1527.73853125532,2772233.73226798,503610.701123138,3277470.09065457
61,2035,"REF","Cement",41.374044096675,33.813304995299,1484.07889526413,344323.589138039,249102.9723376,594985.827719996
61,2035,"IRA","Cement",9.72207838018437,18.2888851026158,1483.66248225354,1195277.03834352,921385.97999817,2118174.69178742
88,2025,"REF","Cement",327469.566147956,0,209.516957687287,1747321.88399035,164852.249838975,2239853.21693496
88,2025,"IRA","Cement",310804.82949658,0,209.772052789365,1747332.3428441,233058.984292196,2291405.92868567
88,2030,"REF","Cement",428.241407996715,224.180083926555,467.010433484869,944419.258085219,346677.048612718,1292215.73862335
88,2030,"IRA","Cement",102.639156977511,4.40495916732957,1299.70130317648,3623267.76093776,447174.784465941,4071849.29082302
88,2035,"REF","Cement",45.2230409106673,37.0943125159954,1262.55850378179,450025.748310041,221187.84949658,672558.473663829
88,2035,"IRA","Cement",10.6265161630435,20.0635110841688,1262.2042464783,1562209.09803163,818133.085926778,2381635.07823214
62,2025,"REF","Manganese",3903.14947709073,0,0,21545.7724718443,0,25448.921948935
62,2025,"IRA","Manganese",3704.52045970814,0,0,21545.9014372544,0,25250.4218969626
62,2030,"REF","Manganese",5.10426128251494,1.8458295890245,0,11645.3886597374,0,11652.3387506089
62,2030,"IRA","Manganese",1.22336856092698,0.0362690736263861,0,44677.5740045417,0,44678.8336421762
62,2035,"REF","Manganese",0.539018909632575,0.305423115324455,0,5549.1506564415,0,5549.99509846646
62,2035,"IRA","Manganese",0.126658735017652,0.165196755082904,0,19263.1947713995,0,19263.4866268896
23,2025,"REF","Manganese",3823.04536054608,0,0,21446.5142771195,0,25269.5596376656
23,2025,"IRA","Manganese",3628.49279528273,0,0,21446.642648405,0,25075.1354436877
23,2030,"REF","Manganese",4.99950681614137,2.05366139897065,0,11591.7400724452,0,11598.7932406603
23,2030,"IRA","Manganese",1.19826143696036,0.0403528022986661,0,44471.7510132254,0,44472.9896274646
23,2035,"REF","Manganese",0.527956654955832,0.339812334803172,0,5523.58653813782,0,5524.45430712758
23,2035,"IRA","Manganese",0.124059324943607,0.183797139869376,0,19174.452075349,0,19174.7599318138
83,2025,"REF","Aluminum",6615.93744666073,0,5680.04226092341,29396.7726722089,717043.779188918,758736.531568711
83,2025,"IRA","Aluminum",6279.25621992115,0,5686.95793484477,29396.9486309427,1013716.79812705,1055079.96091276
83,2030,"REF","Aluminum",8.65185244755262,0.209528121329161,12660.7365235104,15888.8173332926,1507911.60774654,1536470.02298391
83,2030,"IRA","Aluminum",2.07364076646561,0.00411705983286458,35235.1351895733,60957.5028360482,1945038.04300304,2041232.75878648
83,2035,"REF","Aluminum",0.913650735035249,0.0346699023273612,34228.1872433085,7571.18922444862,962081.934997042,1003882.25978544
83,2035,"IRA","Aluminum",0.214689771136962,0.0187522000665766,34218.5832643405,26282.4532457731,3558563.74653937,3619065.01649146
82,2025,"REF","Manganese",4255.4467952593,0,0,21485.7493557251,0,25741.1961509844
82,2025,"IRA","Manganese",4038.88957129762,0,0,21485.877961858,0,25524.7675331556
82,2030,"REF","Manganese",5.56497065878049,1.89997012282882,0,11612.9464478515,0,11620.4113886331
82,2030,"IRA","Manganese",1.33378950833778,0.0373328917699443,0,44553.1093460615,0,44554.4804684616
82,2035,"REF","Manganese",0.58767062472068,0.314381564467414,0,5533.69159993054,0,5534.59365211973
82,2035,"IRA","Manganese",0.138090921494559,0.170042186403385,0,19209.5305559205,0,19209.8386890284
44,2025,"REF","Aluminum",6448.53437336058,0,624.248008943454,23939.4909479359,427358.912384104,458371.185714344
44,2025,"IRA","Aluminum",6120.37219211274,0,625.008055344096,23939.6342413022,604176.370936669,634861.385425428
44,2030,"REF","Aluminum",8.4329346144962,0.293920776236864,1391.44027517749,12939.1822349043,898717.042614694,913056.391980167
44,2030,"IRA","Aluminum",2.02117143161692,0.0057753079358172,3872.41185479643,49641.2175453511,1159244.89791087,1212760.55425776
44,2035,"REF","Aluminum",0.890532629369809,0.0486340665848181,3761.74626082895,6165.65695577692,573401.933463263,583330.275846564
44,2035,"IRA","Aluminum",0.209257475595448,0.0263051143911063,3760.69076432499,21403.3206496016,2120908.06239307,2146072.30936958
82,2025,"REF","Cement",331170.827031399,0,219.136946108208,1267261.67643093,169411.333450937,1768062.97385938
82,2025,"IRA","Cement",314317.7353563,0,219.403753922972,1267269.26181327,239504.364303357,1821310.76522684
82,2030,"REF","Cement",433.081653735376,241.301546715086,488.453256119203,684948.974324954,356264.601421474,1042376.412203
82,2030,"IRA","Cement",103.799247367892,4.74138220343273,1359.37719588334,2627809.11688594,459541.65985607,3088818.69456746
82,2035,"REF","Cement",45.7341793175792,39.9273424635479,1320.52898178598,326385.418431364,227304.926459677,555096.535394609
82,2035,"IRA","Cement",10.7466235338267,21.5958356886481,1320.15845872913,1133006.88250189,840759.02611319,1975118.40953303
24,2025,"REF","Manganese",4303.02851013613,0,0,21628.0866720824,0,25931.1151822185
24,2025,"IRA","Manganese",4084.0498802491,0,0,21628.2161301963,0,25712.2660104454
24,2030,"REF","Manganese",5.62719464134303,1.92929873953257,0,11689.8790977219,0,11697.4355911028
24,2030,"IRA","Manganese",1.34870309911798,0.0379091756072569,0,44848.2617242586,0,44849.6483365334
24,2035,"REF","Manganese",0.594241585997437,0.319234470464304,0,5570.35081990198,0,5571.26429595844
24,2035,"IRA","Manganese",0.13963496684861,0.172667018261828,0,19336.7885343388,0,19337.1008363239
21,2025,"REF","Manganese",3944.814167301,0,0,21566.5280371082,0,25511.3422044092
21,2025,"IRA","Manganese",3744.06485795301,0,0,21566.6571267538,0,25310.7219847068
21,2030,"REF","Manganese",5.15874740105498,2.08891812342886,0,11656.6069451187,0,11663.8546106432
21,2030,"IRA","Manganese",1.2364275719649,0.0410455687072249,0,44720.6129953364,0,44721.8904684771
21,2035,"REF","Manganese",0.544772738948909,0.345646144535225,0,5554.49628787612,0,5555.38670675961
21,2035,"IRA","Manganese",0.128010770595052,0.18695252133578,0,19281.7514741954,0,19282.0664374873
61,2025,"REF","Copper",15019.1791119528,0,6606.9666672278,112922.17802778,70643.9927627026,205192.316569663
61,2025,"IRA","Copper",14254.8617814457,0,6615.01090791844,112922.85394019,99872.565983799,233665.292613353
61,2030,"REF","Copper",19.6410142338281,8.09395035736887,14726.8383492252,61033.9059857802,148561.217314984,224349.69661458
61,2030,"IRA","Copper",4.70747831830145,0.159039644388228,40985.1464159582,234156.792112375,191627.425578552,466774.230624847
61,2035,"REF","Copper",2.07412542000194,1.33927831048345,39813.874933988,29083.300640463,94785.4388053359,163686.027783517
61,2035,"IRA","Copper",0.48737826683015,0.724386662121982,39802.7036845501,100959.105188841,350593.867281722,491356.887920042
67,2025,"REF","Aluminum",6568.15222463825,0,4075.41853269644,25780.9755713148,839107.859431047,875532.405759696
67,2025,"IRA","Aluminum",6233.90276018484,0,4080.38051438082,25781.1298871599,1186284.23707666,1222379.65023838
67,2030,"REF","Aluminum",8.58936233281902,0.217157064378088,9084.05217694854,13934.4960106439,1764607.01300368,1787634.36771067
67,2030,"IRA","Aluminum",2.05866339021027,0.00426696245593352,25281.1363643457,53459.7422998824,2276146.52849004,2354889.47008462
67,2035,"REF","Aluminum",0.907051669736241,0.0359322374673388,24558.6533029255,6639.93447912883,1125859.44750237,1157058.97826833
67,2035,"IRA","Aluminum",0.213139121896028,0.0194349698324796,24551.76246795,23049.7168052763,4164346.57781315,4211948.28966047
19,2025,"REF","Aluminum",6305.19505739439,0,1091.38960302312,61734.9607357369,477976.006399852,547107.551796007
19,2025,"IRA","Aluminum",5984.32733095792,0,1092.71841261097,61735.3302594818,675736.016198749,744548.3922018
19,2030,"REF","Aluminum",8.245485651795,0.234286963706943,2432.69250009559,33367.4558478127,1005162.57053362,1040971.19865414
19,2030,"IRA","Aluminum",1.97624442748165,0.00460355126329964,6770.24191731326,128014.360150823,1296547.77444968,1431334.35736579
19,2035,"REF","Aluminum",0.870737691396497,0.0387666633803931,6576.76227951207,15899.9450281849,641316.603624243,663794.220436294
19,2035,"IRA","Aluminum",0.204606058439858,0.0209680494844962,6574.91692655309,55194.7058018571,2372111.90928142,2433881.75758393
80,2025,"REF","Steel",1247938.77000756,0,7211.1706129134,3653170.04041975,1300150.25665301,6208470.23769324
80,2025,"IRA","Steel",1184431.8884251,0,7219.9504955726,3653191.90700973,1838080.45409612,6682924.20002652
80,2030,"REF","Steel",1631.96556629102,170.253717264627,16073.6006815089,1974521.22064273,2734158.94638867,4726555.98699647
80,2030,"IRA","Steel",391.142861975932,3.34534923665411,44733.2184778102,7575257.51491688,3526760.54685359,11147145.7684595
80,2035,"REF","Steel",172.33841518134,28.1713008783289,43454.8347783097,940880.209998449,1744455.65391074,2728991.20840356
80,2035,"IRA","Steel",40.4961037019919,15.2372471435906,43442.641923447,3266150.05860698,6452419.92561837,9762068.35949965
89,2025,"REF","Cement",268443.960885618,0,213.137598811336,1516543.79969685,188501.111640193,1973702.00982148
89,2025,"IRA","Cement",254783.003116523,0,213.397102185792,1516552.87719423,266492.435861356,2038041.7132743
89,2030,"REF","Cement",351.051919511604,201.480526136074,475.080793037146,819684.7892116,396409.567400326,1217121.96985061
89,2030,"IRA","Cement",84.1386946735534,3.95893103034189,1322.16130851068,3144723.53825452,511324.19516039,3657457.99234912
89,2035,"REF","Cement",37.0716960606559,33.3382942475267,1284.37664819726,390588.456858874,252918.328698183,644861.572195563
89,2035,"IRA","Cement",8.71111206692586,18.031962066263,1284.01626900953,1355879.84283666,935498.279929195,2292688.882109
83,2025,"REF","Steel",1212224.80883471,0,377074.688362203,3443014.02557651,1300003.35886134,6332316.88163477
83,2025,"IRA","Steel",1150535.39006177,0,377533.791564067,3443034.63424656,1837872.77813079,6808976.59400319
83,2030,"REF","Steel",1585.26138795254,175.472258045687,840494.323762748,1860932.8832912,2733850.02677785,5437037.9674778
83,2030,"IRA","Steel",379.948994679414,3.44788938496249,2339115.98024774,7139475.4644971,3526362.07495896,13005336.9165879
83,2035,"REF","Steel",167.406372346947,29.0347949908278,2272268.83975251,886754.167906134,1744258.55616614,4903478.00499213
83,2035,"IRA","Steel",39.3371716213293,15.704292426874,2271631.27101446,3078258.15305582,6451690.89739018,11801635.3629245
83,2025,"REF","Cement",404798.928502821,0,229.635495077485,1495912.22424297,171029.8151318,2071970.60337267
83,2025,"IRA","Cement",384198.945366646,0,229.915085286813,1495921.17824699,241792.484101577,2122142.5228005
83,2030,"REF","Cement",529.367248189674,231.75725288651,511.854378201273,808533.519739262,359668.197386368,1169474.69600491
83,2030,"IRA","Cement",126.876586596012,4.55384447100131,1424.5030831979,3101941.65422711,463931.91960387,3567429.50734524
83,2035,"REF","Cement",55.9021063227791,38.348080774371,1383.79370472222,385274.759212481,229476.498171859,616229.30127616
83,2035,"IRA","Cement",13.1358843727615,20.7416472091624,1383.40543041655,1337433.99426342,848791.26961229,2187642.54683771
65,2025,"REF","Copper",15459.5800879244,0,8830.39976330887,110549.793788071,49906.5610276103,184746.334666915
65,2025,"IRA","Copper",14672.8510066952,0,8841.15112087859,110550.455500224,70555.1330598915,204619.59068769
65,2030,"REF","Copper",20.2169393075738,5.79923245365767,19682.8403143513,59751.643465012,104951.3082191,184411.808170225
65,2030,"IRA","Copper",4.84551369495497,0.113950274764745,54777.819450164,229237.387501781,135375.499532198,419395.665948112
65,2035,"REF","Copper",2.13494411404957,0.959579179475,53212.381642151,28472.2890103015,66961.3239749494,148649.089150695
65,2035,"IRA","Copper",0.50166945163988,0.519015617157818,53197.4509480276,98838.0533796371,247677.595067062,399714.120079796
80,2025,"REF","Cement",257863.486225714,0,241.685141441976,1543822.11905618,189812.801941073,1991740.09236441
80,2025,"IRA","Cement",244740.962687097,0,241.979402567698,1543831.35983197,268346.830991102,2057161.13291274
80,2030,"REF","Cement",337.215527266275,263.182071271472,538.712875165607,834428.592495463,399167.994553412,1234735.69752258
80,2030,"IRA","Cement",80.8224445184968,5.17131699310035,1499.25092822016,3201288.19071654,514882.258991215,3717755.69439748
80,2035,"REF","Cement",35.6105488645132,43.5478381012175,1456.40540953591,397614.034798919,254678.268020459,653827.866615879
80,2035,"IRA","Cement",8.36777150459909,23.5540834476609,1455.99676134129,1380268.27353887,942007.971090144,2323764.1632453
39,2025,"REF","Copper",14939.0100838553,0,9515.52891216127,82011.909643628,35011.1451494548,141477.593789099
39,2025,"IRA","Copper",14178.7725087788,0,9527.11444130399,82012.4005380517,49496.8187295522,155215.106217687
