"technology","row_id","Material_Technology","Intensity_Distribution_Value","year","scenario","capacity_new","material_demand"
"Coal",71,"Aluminum.Coal",327.286963007498,2025,"IRA",-21.7548620776517,0
"Coal",71,"Aluminum.Coal",327.286963007498,2025,"Ref",-18.0254523154354,0
"Coal",71,"Aluminum.Coal",327.286963007498,2030,"IRA",-5.82711506074089,0
"Coal",71,"Aluminum.Coal",327.286963007498,2030,"Ref",-1.40684744154277,0
"Coal",71,"Aluminum.Coal",327.286963007498,2035,"IRA",-3.06863443089608,0
"Coal",71,"Aluminum.Coal",327.286963007498,2035,"Ref",-2.79738425183609,0
"Coal",21,"Aluminum.Coal",408.103128579496,2025,"IRA",-21.7548620776517,0
"Coal",21,"Aluminum.Coal",408.103128579496,2025,"Ref",-18.0254523154354,0
"Coal",21,"Aluminum.Coal",408.103128579496,2030,"IRA",-5.82711506074089,0
"Coal",21,"Aluminum.Coal",408.103128579496,2030,"Ref",-1.40684744154277,0
"Coal",21,"Aluminum.Coal",408.103128579496,2035,"IRA",-3.06863443089608,0
"Coal",21,"Aluminum.Coal",408.103128579496,2035,"Ref",-2.79738425183609,0
"Coal",84,"Cement.Coal",18267.3893445335,2025,"IRA",-21.7548620776517,0
"Coal",84,"Cement.Coal",18267.3893445335,2025,"Ref",-18.0254523154354,0
"Coal",84,"Cement.Coal",18267.3893445335,2030,"IRA",-5.82711506074089,0
"Coal",84,"Cement.Coal",18267.3893445335,2030,"Ref",-1.40684744154277,0
"Coal",84,"Cement.Coal",18267.3893445335,2035,"IRA",-3.06863443089608,0
"Coal",84,"Cement.Coal",18267.3893445335,2035,"Ref",-2.79738425183609,0
"Coal",67,"Copper.Coal",490.185169730152,2025,"IRA",-21.7548620776517,0
"Coal",67,"Copper.Coal",490.185169730152,2025,"Ref",-18.0254523154354,0
"Coal",67,"Copper.Coal",490.185169730152,2030,"IRA",-5.82711506074089,0
"Coal",67,"Copper.Coal",490.185169730152,2030,"Ref",-1.40684744154277,0
"Coal",67,"Copper.Coal",490.185169730152,2035,"IRA",-3.06863443089608,0
"Coal",67,"Copper.Coal",490.185169730152,2035,"Ref",-2.79738425183609,0
"Coal",71,"Cement.Coal",15317.0060275582,2025,"IRA",-21.7548620776517,0
"Coal",71,"Cement.Coal",15317.0060275582,2025,"Ref",-18.0254523154354,0
"Coal",71,"Cement.Coal",15317.0060275582,2030,"IRA",-5.82711506074089,0
"Coal",71,"Cement.Coal",15317.0060275582,2030,"Ref",-1.40684744154277,0
"Coal",71,"Cement.Coal",15317.0060275582,2035,"IRA",-3.06863443089608,0
"Coal",71,"Cement.Coal",15317.0060275582,2035,"Ref",-2.79738425183609,0
"Coal",6,"Nickel.Coal",9.69957868065185,2025,"IRA",-21.7548620776517,0
"Coal",6,"Nickel.Coal",9.69957868065185,2025,"Ref",-18.0254523154354,0
"Coal",6,"Nickel.Coal",9.69957868065185,2030,"IRA",-5.82711506074089,0
"Coal",6,"Nickel.Coal",9.69957868065185,2030,"Ref",-1.40684744154277,0
"Coal",6,"Nickel.Coal",9.69957868065185,2035,"IRA",-3.06863443089608,0
"Coal",6,"Nickel.Coal",9.69957868065185,2035,"Ref",-2.79738425183609,0
"Coal",14,"Aluminum.Coal",382.983695746708,2025,"IRA",-21.7548620776517,0
"Coal",14,"Aluminum.Coal",382.983695746708,2025,"Ref",-18.0254523154354,0
"Coal",14,"Aluminum.Coal",382.983695746708,2030,"IRA",-5.82711506074089,0
"Coal",14,"Aluminum.Coal",382.983695746708,2030,"Ref",-1.40684744154277,0
"Coal",14,"Aluminum.Coal",382.983695746708,2035,"IRA",-3.06863443089608,0
"Coal",14,"Aluminum.Coal",382.983695746708,2035,"Ref",-2.79738425183609,0
"Coal",46,"Cement.Coal",20554.0781569646,2025,"IRA",-21.7548620776517,0
"Coal",46,"Cement.Coal",20554.0781569646,2025,"Ref",-18.0254523154354,0
"Coal",46,"Cement.Coal",20554.0781569646,2030,"IRA",-5.82711506074089,0
"Coal",46,"Cement.Coal",20554.0781569646,2030,"Ref",-1.40684744154277,0
"Coal",46,"Cement.Coal",20554.0781569646,2035,"IRA",-3.06863443089608,0
"Coal",46,"Cement.Coal",20554.0781569646,2035,"Ref",-2.79738425183609,0
"Coal",41,"Copper.Coal",494.10084844061,2025,"IRA",-21.7548620776517,0
"Coal",41,"Copper.Coal",494.10084844061,2025,"Ref",-18.0254523154354,0
"Coal",41,"Copper.Coal",494.10084844061,2030,"IRA",-5.82711506074089,0
"Coal",41,"Copper.Coal",494.10084844061,2030,"Ref",-1.40684744154277,0
"Coal",41,"Copper.Coal",494.10084844061,2035,"IRA",-3.06863443089608,0
"Coal",41,"Copper.Coal",494.10084844061,2035,"Ref",-2.79738425183609,0
"Coal",10,"Copper.Coal",498.023419257051,2025,"IRA",-21.7548620776517,0
"Coal",10,"Copper.Coal",498.023419257051,2025,"Ref",-18.0254523154354,0
"Coal",10,"Copper.Coal",498.023419257051,2030,"IRA",-5.82711506074089,0
"Coal",10,"Copper.Coal",498.023419257051,2030,"Ref",-1.40684744154277,0
"Coal",10,"Copper.Coal",498.023419257051,2035,"IRA",-3.06863443089608,0
"Coal",10,"Copper.Coal",498.023419257051,2035,"Ref",-2.79738425183609,0
"Coal",7,"Aluminum.Coal",360.11257248077,2025,"IRA",-21.7548620776517,0
"Coal",7,"Aluminum.Coal",360.11257248077,2025,"Ref",-18.0254523154354,0
"Coal",7,"Aluminum.Coal",360.11257248077,2030,"IRA",-5.82711506074089,0
"Coal",7,"Aluminum.Coal",360.11257248077,2030,"Ref",-1.40684744154277,0
"Coal",7,"Aluminum.Coal",360.11257248077,2035,"IRA",-3.06863443089608,0
"Coal",7,"Aluminum.Coal",360.11257248077,2035,"Ref",-2.79738425183609,0
"Coal",89,"Cement.Coal",8760.67235553866,2025,"IRA",-21.7548620776517,0
"Coal",89,"Cement.Coal",8760.67235553866,2025,"Ref",-18.0254523154354,0
"Coal",89,"Cement.Coal",8760.67235553866,2030,"IRA",-5.82711506074089,0
"Coal",89,"Cement.Coal",8760.67235553866,2030,"Ref",-1.40684744154277,0
"Coal",89,"Cement.Coal",8760.67235553866,2035,"IRA",-3.06863443089608,0
"Coal",89,"Cement.Coal",8760.67235553866,2035,"Ref",-2.79738425183609,0
"Coal",14,"Cement.Coal",13543.0205707534,2025,"IRA",-21.7548620776517,0
"Coal",14,"Cement.Coal",13543.0205707534,2025,"Ref",-18.0254523154354,0
"Coal",14,"Cement.Coal",13543.0205707534,2030,"IRA",-5.82711506074089,0
"Coal",14,"Cement.Coal",13543.0205707534,2030,"Ref",-1.40684744154277,0
"Coal",14,"Cement.Coal",13543.0205707534,2035,"IRA",-3.06863443089608,0
"Coal",14,"Cement.Coal",13543.0205707534,2035,"Ref",-2.79738425183609,0
"Coal",45,"Cement.Coal",10883.4171204786,2025,"IRA",-21.7548620776517,0
"Coal",45,"Cement.Coal",10883.4171204786,2025,"Ref",-18.0254523154354,0
"Coal",45,"Cement.Coal",10883.4171204786,2030,"IRA",-5.82711506074089,0
"Coal",45,"Cement.Coal",10883.4171204786,2030,"Ref",-1.40684744154277,0
"Coal",45,"Cement.Coal",10883.4171204786,2035,"IRA",-3.06863443089608,0
"Coal",45,"Cement.Coal",10883.4171204786,2035,"Ref",-2.79738425183609,0
"Coal",71,"Copper.Coal",475.293408261223,2025,"IRA",-21.7548620776517,0
"Coal",71,"Copper.Coal",475.293408261223,2025,"Ref",-18.0254523154354,0
"Coal",71,"Copper.Coal",475.293408261223,2030,"IRA",-5.82711506074089,0
"Coal",71,"Copper.Coal",475.293408261223,2030,"Ref",-1.40684744154277,0
"Coal",71,"Copper.Coal",475.293408261223,2035,"IRA",-3.06863443089608,0
"Coal",71,"Copper.Coal",475.293408261223,2035,"Ref",-2.79738425183609,0
"Coal",75,"Aluminum.Coal",415.62308684582,2025,"IRA",-21.7548620776517,0
"Coal",75,"Aluminum.Coal",415.62308684582,2025,"Ref",-18.0254523154354,0
"Coal",75,"Aluminum.Coal",415.62308684582,2030,"IRA",-5.82711506074089,0
"Coal",75,"Aluminum.Coal",415.62308684582,2030,"Ref",-1.40684744154277,0
"Coal",75,"Aluminum.Coal",415.62308684582,2035,"IRA",-3.06863443089608,0
"Coal",75,"Aluminum.Coal",415.62308684582,2035,"Ref",-2.79738425183609,0
"Coal",25,"Aluminum.Coal",310.129758650258,2025,"IRA",-21.7548620776517,0
"Coal",25,"Aluminum.Coal",310.129758650258,2025,"Ref",-18.0254523154354,0
"Coal",25,"Aluminum.Coal",310.129758650258,2030,"IRA",-5.82711506074089,0
"Coal",25,"Aluminum.Coal",310.129758650258,2030,"Ref",-1.40684744154277,0
"Coal",25,"Aluminum.Coal",310.129758650258,2035,"IRA",-3.06863443089608,0
"Coal",25,"Aluminum.Coal",310.129758650258,2035,"Ref",-2.79738425183609,0
"Coal",46,"Copper.Coal",487.25118395443,2025,"IRA",-21.7548620776517,0
"Coal",46,"Copper.Coal",487.25118395443,2025,"Ref",-18.0254523154354,0
"Coal",46,"Copper.Coal",487.25118395443,2030,"IRA",-5.82711506074089,0
"Coal",46,"Copper.Coal",487.25118395443,2030,"Ref",-1.40684744154277,0
"Coal",46,"Copper.Coal",487.25118395443,2035,"IRA",-3.06863443089608,0
"Coal",46,"Copper.Coal",487.25118395443,2035,"Ref",-2.79738425183609,0
"Coal",14,"Steel.Coal",49569.6706838146,2025,"IRA",-21.7548620776517,0
"Coal",14,"Steel.Coal",49569.6706838146,2025,"Ref",-18.0254523154354,0
"Coal",14,"Steel.Coal",49569.6706838146,2030,"IRA",-5.82711506074089,0
"Coal",14,"Steel.Coal",49569.6706838146,2030,"Ref",-1.40684744154277,0
"Coal",14,"Steel.Coal",49569.6706838146,2035,"IRA",-3.06863443089608,0
"Coal",14,"Steel.Coal",49569.6706838146,2035,"Ref",-2.79738425183609,0
"Coal",75,"Cement.Coal",24576.7643705399,2025,"IRA",-21.7548620776517,0
"Coal",75,"Cement.Coal",24576.7643705399,2025,"Ref",-18.0254523154354,0
"Coal",75,"Cement.Coal",24576.7643705399,2030,"IRA",-5.82711506074089,0
"Coal",75,"Cement.Coal",24576.7643705399,2030,"Ref",-1.40684744154277,0
"Coal",75,"Cement.Coal",24576.7643705399,2035,"IRA",-3.06863443089608,0
"Coal",75,"Cement.Coal",24576.7643705399,2035,"Ref",-2.79738425183609,0
"Coal",18,"Aluminum.Coal",268.25766772812,2025,"IRA",-21.7548620776517,0
"Coal",18,"Aluminum.Coal",268.25766772812,2025,"Ref",-18.0254523154354,0
"Coal",18,"Aluminum.Coal",268.25766772812,2030,"IRA",-5.82711506074089,0
"Coal",18,"Aluminum.Coal",268.25766772812,2030,"Ref",-1.40684744154277,0
"Coal",18,"Aluminum.Coal",268.25766772812,2035,"IRA",-3.06863443089608,0
"Coal",18,"Aluminum.Coal",268.25766772812,2035,"Ref",-2.79738425183609,0
"Coal",89,"Copper.Coal",484.832675772828,2025,"IRA",-21.7548620776517,0
"Coal",89,"Copper.Coal",484.832675772828,2025,"Ref",-18.0254523154354,0
"Coal",89,"Copper.Coal",484.832675772828,2030,"IRA",-5.82711506074089,0
"Coal",89,"Copper.Coal",484.832675772828,2030,"Ref",-1.40684744154277,0
"Coal",89,"Copper.Coal",484.832675772828,2035,"IRA",-3.06863443089608,0
"Coal",89,"Copper.Coal",484.832675772828,2035,"Ref",-2.79738425183609,0
"Coal",57,"Steel.Coal",55726.3432531941,2025,"IRA",-21.7548620776517,0
"Coal",57,"Steel.Coal",55726.3432531941,2025,"Ref",-18.0254523154354,0
"Coal",57,"Steel.Coal",55726.3432531941,2030,"IRA",-5.82711506074089,0
"Coal",57,"Steel.Coal",55726.3432531941,2030,"Ref",-1.40684744154277,0
"Coal",57,"Steel.Coal",55726.3432531941,2035,"IRA",-3.06863443089608,0
"Coal",57,"Steel.Coal",55726.3432531941,2035,"Ref",-2.79738425183609,0
"Coal",45,"Copper.Coal",493.635747255113,2025,"IRA",-21.7548620776517,0
"Coal",45,"Copper.Coal",493.635747255113,2025,"Ref",-18.0254523154354,0
"Coal",45,"Copper.Coal",493.635747255113,2030,"IRA",-5.82711506074089,0
"Coal",45,"Copper.Coal",493.635747255113,2030,"Ref",-1.40684744154277,0
"Coal",45,"Copper.Coal",493.635747255113,2035,"IRA",-3.06863443089608,0
"Coal",45,"Copper.Coal",493.635747255113,2035,"Ref",-2.79738425183609,0
"Coal",75,"Steel.Coal",56450.243460923,2025,"IRA",-21.7548620776517,0
"Coal",75,"Steel.Coal",56450.243460923,2025,"Ref",-18.0254523154354,0
"Coal",75,"Steel.Coal",56450.243460923,2030,"IRA",-5.82711506074089,0
"Coal",75,"Steel.Coal",56450.243460923,2030,"Ref",-1.40684744154277,0
"Coal",75,"Steel.Coal",56450.243460923,2035,"IRA",-3.06863443089608,0
"Coal",75,"Steel.Coal",56450.243460923,2035,"Ref",-2.79738425183609,0
"Coal",11,"Aluminum.Coal",403.239832203722,2025,"IRA",-21.7548620776517,0
"Coal",11,"Aluminum.Coal",403.239832203722,2025,"Ref",-18.0254523154354,0
"Coal",11,"Aluminum.Coal",403.239832203722,2030,"IRA",-5.82711506074089,0
"Coal",11,"Aluminum.Coal",403.239832203722,2030,"Ref",-1.40684744154277,0
"Coal",11,"Aluminum.Coal",403.239832203722,2035,"IRA",-3.06863443089608,0
"Coal",11,"Aluminum.Coal",403.239832203722,2035,"Ref",-2.79738425183609,0
"Coal",68,"Cement.Coal",11991.7040932842,2025,"IRA",-21.7548620776517,0
"Coal",68,"Cement.Coal",11991.7040932842,2025,"Ref",-18.0254523154354,0
"Coal",68,"Cement.Coal",11991.7040932842,2030,"IRA",-5.82711506074089,0
"Coal",68,"Cement.Coal",11991.7040932842,2030,"Ref",-1.40684744154277,0
"Coal",68,"Cement.Coal",11991.7040932842,2035,"IRA",-3.06863443089608,0
"Coal",68,"Cement.Coal",11991.7040932842,2035,"Ref",-2.79738425183609,0
"Coal",71,"Nickel.Coal",9.98708267268313,2025,"IRA",-21.7548620776517,0
"Coal",71,"Nickel.Coal",9.98708267268313,2025,"Ref",-18.0254523154354,0
"Coal",71,"Nickel.Coal",9.98708267268313,2030,"IRA",-5.82711506074089,0
"Coal",71,"Nickel.Coal",9.98708267268313,2030,"Ref",-1.40684744154277,0
"Coal",71,"Nickel.Coal",9.98708267268313,2035,"IRA",-3.06863443089608,0
"Coal",71,"Nickel.Coal",9.98708267268313,2035,"Ref",-2.79738425183609,0
"Coal",7,"Copper.Coal",475.776959996952,2025,"IRA",-21.7548620776517,0
"Coal",7,"Copper.Coal",475.776959996952,2025,"Ref",-18.0254523154354,0
"Coal",7,"Copper.Coal",475.776959996952,2030,"IRA",-5.82711506074089,0
"Coal",7,"Copper.Coal",475.776959996952,2030,"Ref",-1.40684744154277,0
"Coal",7,"Copper.Coal",475.776959996952,2035,"IRA",-3.06863443089608,0
"Coal",7,"Copper.Coal",475.776959996952,2035,"Ref",-2.79738425183609,0
"Coal",75,"Copper.Coal",499.001503223269,2025,"IRA",-21.7548620776517,0
"Coal",75,"Copper.Coal",499.001503223269,2025,"Ref",-18.0254523154354,0
"Coal",75,"Copper.Coal",499.001503223269,2030,"IRA",-5.82711506074089,0
"Coal",75,"Copper.Coal",499.001503223269,2030,"Ref",-1.40684744154277,0
"Coal",75,"Copper.Coal",499.001503223269,2035,"IRA",-3.06863443089608,0
"Coal",75,"Copper.Coal",499.001503223269,2035,"Ref",-2.79738425183609,0
"Coal",86,"Cement.Coal",11086.5972492393,2025,"IRA",-21.7548620776517,0
"Coal",86,"Cement.Coal",11086.5972492393,2025,"Ref",-18.0254523154354,0
"Coal",86,"Cement.Coal",11086.5972492393,2030,"IRA",-5.82711506074089,0
"Coal",86,"Cement.Coal",11086.5972492393,2030,"Ref",-1.40684744154277,0
"Coal",86,"Cement.Coal",11086.5972492393,2035,"IRA",-3.06863443089608,0
"Coal",86,"Cement.Coal",11086.5972492393,2035,"Ref",-2.79738425183609,0
"Coal",68,"Steel.Coal",54133.4889365323,2025,"IRA",-21.7548620776517,0
"Coal",68,"Steel.Coal",54133.4889365323,2025,"Ref",-18.0254523154354,0
"Coal",68,"Steel.Coal",54133.4889365323,2030,"IRA",-5.82711506074089,0
"Coal",68,"Steel.Coal",54133.4889365323,2030,"Ref",-1.40684744154277,0
"Coal",68,"Steel.Coal",54133.4889365323,2035,"IRA",-3.06863443089608,0
"Coal",68,"Steel.Coal",54133.4889365323,2035,"Ref",-2.79738425183609,0
"Coal",50,"Copper.Coal",481.187986473666,2025,"IRA",-21.7548620776517,0
"Coal",50,"Copper.Coal",481.187986473666,2025,"Ref",-18.0254523154354,0
"Coal",50,"Copper.Coal",481.187986473666,2030,"IRA",-5.82711506074089,0
"Coal",50,"Copper.Coal",481.187986473666,2030,"Ref",-1.40684744154277,0
"Coal",50,"Copper.Coal",481.187986473666,2035,"IRA",-3.06863443089608,0
"Coal",50,"Copper.Coal",481.187986473666,2035,"Ref",-2.79738425183609,0
"Coal",47,"Aluminum.Coal",437.650899817374,2025,"IRA",-21.7548620776517,0
"Coal",47,"Aluminum.Coal",437.650899817374,2025,"Ref",-18.0254523154354,0
"Coal",47,"Aluminum.Coal",437.650899817374,2030,"IRA",-5.82711506074089,0
"Coal",47,"Aluminum.Coal",437.650899817374,2030,"Ref",-1.40684744154277,0
"Coal",47,"Aluminum.Coal",437.650899817374,2035,"IRA",-3.06863443089608,0
"Coal",47,"Aluminum.Coal",437.650899817374,2035,"Ref",-2.79738425183609,0
"Coal",72,"Aluminum.Coal",331.960848640865,2025,"IRA",-21.7548620776517,0
"Coal",72,"Aluminum.Coal",331.960848640865,2025,"Ref",-18.0254523154354,0
"Coal",72,"Aluminum.Coal",331.960848640865,2030,"IRA",-5.82711506074089,0
"Coal",72,"Aluminum.Coal",331.960848640865,2030,"Ref",-1.40684744154277,0
"Coal",72,"Aluminum.Coal",331.960848640865,2035,"IRA",-3.06863443089608,0
"Coal",72,"Aluminum.Coal",331.960848640865,2035,"Ref",-2.79738425183609,0
"Coal",22,"Aluminum.Coal",307.998394631937,2025,"IRA",-21.7548620776517,0
"Coal",22,"Aluminum.Coal",307.998394631937,2025,"Ref",-18.0254523154354,0
"Coal",22,"Aluminum.Coal",307.998394631937,2030,"IRA",-5.82711506074089,0
"Coal",22,"Aluminum.Coal",307.998394631937,2030,"Ref",-1.40684744154277,0
"Coal",22,"Aluminum.Coal",307.998394631937,2035,"IRA",-3.06863443089608,0
"Coal",22,"Aluminum.Coal",307.998394631937,2035,"Ref",-2.79738425183609,0
"Coal",43,"Copper.Coal",517.870386747146,2025,"IRA",-21.7548620776517,0
"Coal",43,"Copper.Coal",517.870386747146,2025,"Ref",-18.0254523154354,0
"Coal",43,"Copper.Coal",517.870386747146,2030,"IRA",-5.82711506074089,0
"Coal",43,"Copper.Coal",517.870386747146,2030,"Ref",-1.40684744154277,0
"Coal",43,"Copper.Coal",517.870386747146,2035,"IRA",-3.06863443089608,0
"Coal",43,"Copper.Coal",517.870386747146,2035,"Ref",-2.79738425183609,0
"Coal",68,"Copper.Coal",474.279041991778,2025,"IRA",-21.7548620776517,0
"Coal",68,"Copper.Coal",474.279041991778,2025,"Ref",-18.0254523154354,0
"Coal",68,"Copper.Coal",474.279041991778,2030,"IRA",-5.82711506074089,0
"Coal",68,"Copper.Coal",474.279041991778,2030,"Ref",-1.40684744154277,0
"Coal",68,"Copper.Coal",474.279041991778,2035,"IRA",-3.06863443089608,0
"Coal",68,"Copper.Coal",474.279041991778,2035,"Ref",-2.79738425183609,0
"Coal",72,"Cement.Coal",12636.3900625856,2025,"IRA",-21.7548620776517,0
"Coal",72,"Cement.Coal",12636.3900625856,2025,"Ref",-18.0254523154354,0
"Coal",72,"Cement.Coal",12636.3900625856,2030,"IRA",-5.82711506074089,0
"Coal",72,"Cement.Coal",12636.3900625856,2030,"Ref",-1.40684744154277,0
"Coal",72,"Cement.Coal",12636.3900625856,2035,"IRA",-3.06863443089608,0
"Coal",72,"Cement.Coal",12636.3900625856,2035,"Ref",-2.79738425183609,0
"Coal",7,"Nickel.Coal",10.1660445392575,2025,"IRA",-21.7548620776517,0
"Coal",7,"Nickel.Coal",10.1660445392575,2025,"Ref",-18.0254523154354,0
"Coal",7,"Nickel.Coal",10.1660445392575,2030,"IRA",-5.82711506074089,0
"Coal",7,"Nickel.Coal",10.1660445392575,2030,"Ref",-1.40684744154277,0
"Coal",7,"Nickel.Coal",10.1660445392575,2035,"IRA",-3.06863443089608,0
"Coal",7,"Nickel.Coal",10.1660445392575,2035,"Ref",-2.79738425183609,0
"Coal",15,"Aluminum.Coal",439.092224288766,2025,"IRA",-21.7548620776517,0
"Coal",15,"Aluminum.Coal",439.092224288766,2025,"Ref",-18.0254523154354,0
"Coal",15,"Aluminum.Coal",439.092224288766,2030,"IRA",-5.82711506074089,0
"Coal",15,"Aluminum.Coal",439.092224288766,2030,"Ref",-1.40684744154277,0
"Coal",15,"Aluminum.Coal",439.092224288766,2035,"IRA",-3.06863443089608,0
"Coal",15,"Aluminum.Coal",439.092224288766,2035,"Ref",-2.79738425183609,0
"Coal",47,"Cement.Coal",6919.44738086404,2025,"IRA",-21.7548620776517,0
"Coal",47,"Cement.Coal",6919.44738086404,2025,"Ref",-18.0254523154354,0
"Coal",47,"Cement.Coal",6919.44738086404,2030,"IRA",-5.82711506074089,0
"Coal",47,"Cement.Coal",6919.44738086404,2030,"Ref",-1.40684744154277,0
"Coal",47,"Cement.Coal",6919.44738086404,2035,"IRA",-3.06863443089608,0
"Coal",47,"Cement.Coal",6919.44738086404,2035,"Ref",-2.79738425183609,0
"Coal",42,"Copper.Coal",471.155731424365,2025,"IRA",-21.7548620776517,0
"Coal",42,"Copper.Coal",471.155731424365,2025,"Ref",-18.0254523154354,0
"Coal",42,"Copper.Coal",471.155731424365,2030,"IRA",-5.82711506074089,0
"Coal",42,"Copper.Coal",471.155731424365,2030,"Ref",-1.40684744154277,0
"Coal",42,"Copper.Coal",471.155731424365,2035,"IRA",-3.06863443089608,0
"Coal",42,"Copper.Coal",471.155731424365,2035,"Ref",-2.79738425183609,0
"Coal",11,"Copper.Coal",491.556437535398,2025,"IRA",-21.7548620776517,0
"Coal",11,"Copper.Coal",491.556437535398,2025,"Ref",-18.0254523154354,0
"Coal",11,"Copper.Coal",491.556437535398,2030,"IRA",-5.82711506074089,0
"Coal",11,"Copper.Coal",491.556437535398,2030,"Ref",-1.40684744154277,0
"Coal",11,"Copper.Coal",491.556437535398,2035,"IRA",-3.06863443089608,0
"Coal",11,"Copper.Coal",491.556437535398,2035,"Ref",-2.79738425183609,0
"Coal",8,"Aluminum.Coal",313.468813442097,2025,"IRA",-21.7548620776517,0
"Coal",8,"Aluminum.Coal",313.468813442097,2025,"Ref",-18.0254523154354,0
"Coal",8,"Aluminum.Coal",313.468813442097,2030,"IRA",-5.82711506074089,0
"Coal",8,"Aluminum.Coal",313.468813442097,2030,"Ref",-1.40684744154277,0
"Coal",8,"Aluminum.Coal",313.468813442097,2035,"IRA",-3.06863443089608,0
"Coal",8,"Aluminum.Coal",313.468813442097,2035,"Ref",-2.79738425183609,0
"Coal",90,"Cement.Coal",6409.89455062062,2025,"IRA",-21.7548620776517,0
"Coal",90,"Cement.Coal",6409.89455062062,2025,"Ref",-18.0254523154354,0
"Coal",90,"Cement.Coal",6409.89455062062,2030,"IRA",-5.82711506074089,0
"Coal",90,"Cement.Coal",6409.89455062062,2030,"Ref",-1.40684744154277,0
"Coal",90,"Cement.Coal",6409.89455062062,2035,"IRA",-3.06863443089608,0
"Coal",90,"Cement.Coal",6409.89455062062,2035,"Ref",-2.79738425183609,0
"Coal",15,"Cement.Coal",16245.5044647627,2025,"IRA",-21.7548620776517,0
"Coal",15,"Cement.Coal",16245.5044647627,2025,"Ref",-18.0254523154354,0
"Coal",15,"Cement.Coal",16245.5044647627,2030,"IRA",-5.82711506074089,0
"Coal",15,"Cement.Coal",16245.5044647627,2030,"Ref",-1.40684744154277,0
"Coal",15,"Cement.Coal",16245.5044647627,2035,"IRA",-3.06863443089608,0
"Coal",15,"Cement.Coal",16245.5044647627,2035,"Ref",-2.79738425183609,0
"Coal",4,"Copper.Coal",487.630768619601,2025,"IRA",-21.7548620776517,0
"Coal",4,"Copper.Coal",487.630768619601,2025,"Ref",-18.0254523154354,0
"Coal",4,"Copper.Coal",487.630768619601,2030,"IRA",-5.82711506074089,0
"Coal",4,"Copper.Coal",487.630768619601,2030,"Ref",-1.40684744154277,0
"Coal",4,"Copper.Coal",487.630768619601,2035,"IRA",-3.06863443089608,0
"Coal",4,"Copper.Coal",487.630768619601,2035,"Ref",-2.79738425183609,0
"Coal",51,"Aluminum.Coal",354.01854031695,2025,"IRA",-21.7548620776517,0
"Coal",51,"Aluminum.Coal",354.01854031695,2025,"Ref",-18.0254523154354,0
"Coal",51,"Aluminum.Coal",354.01854031695,2030,"IRA",-5.82711506074089,0
"Coal",51,"Aluminum.Coal",354.01854031695,2030,"Ref",-1.40684744154277,0
"Coal",51,"Aluminum.Coal",354.01854031695,2035,"IRA",-3.06863443089608,0
"Coal",51,"Aluminum.Coal",354.01854031695,2035,"Ref",-2.79738425183609,0
"Coal",76,"Aluminum.Coal",391.431314342206,2025,"IRA",-21.7548620776517,0
"Coal",76,"Aluminum.Coal",391.431314342206,2025,"Ref",-18.0254523154354,0
"Coal",76,"Aluminum.Coal",391.431314342206,2030,"IRA",-5.82711506074089,0
"Coal",76,"Aluminum.Coal",391.431314342206,2030,"Ref",-1.40684744154277,0
"Coal",76,"Aluminum.Coal",391.431314342206,2035,"IRA",-3.06863443089608,0
"Coal",76,"Aluminum.Coal",391.431314342206,2035,"Ref",-2.79738425183609,0
"Coal",26,"Aluminum.Coal",313.319508462028,2025,"IRA",-21.7548620776517,0
"Coal",26,"Aluminum.Coal",313.319508462028,2025,"Ref",-18.0254523154354,0
"Coal",26,"Aluminum.Coal",313.319508462028,2030,"IRA",-5.82711506074089,0
"Coal",26,"Aluminum.Coal",313.319508462028,2030,"Ref",-1.40684744154277,0
"Coal",26,"Aluminum.Coal",313.319508462028,2035,"IRA",-3.06863443089608,0
"Coal",26,"Aluminum.Coal",313.319508462028,2035,"Ref",-2.79738425183609,0
"Coal",97,"Copper.Coal",504.411864749637,2025,"IRA",-21.7548620776517,0
"Coal",97,"Copper.Coal",504.411864749637,2025,"Ref",-18.0254523154354,0
"Coal",97,"Copper.Coal",504.411864749637,2030,"IRA",-5.82711506074089,0
"Coal",97,"Copper.Coal",504.411864749637,2030,"Ref",-1.40684744154277,0
"Coal",97,"Copper.Coal",504.411864749637,2035,"IRA",-3.06863443089608,0
"Coal",97,"Copper.Coal",504.411864749637,2035,"Ref",-2.79738425183609,0
"Coal",15,"Steel.Coal",52798.7157614176,2025,"IRA",-21.7548620776517,0
"Coal",15,"Steel.Coal",52798.7157614176,2025,"Ref",-18.0254523154354,0
"Coal",15,"Steel.Coal",52798.7157614176,2030,"IRA",-5.82711506074089,0
"Coal",15,"Steel.Coal",52798.7157614176,2030,"Ref",-1.40684744154277,0
"Coal",15,"Steel.Coal",52798.7157614176,2035,"IRA",-3.06863443089608,0
"Coal",15,"Steel.Coal",52798.7157614176,2035,"Ref",-2.79738425183609,0
"Coal",86,"Nickel.Coal",9.67299099982047,2025,"IRA",-21.7548620776517,0
"Coal",86,"Nickel.Coal",9.67299099982047,2025,"Ref",-18.0254523154354,0
"Coal",86,"Nickel.Coal",9.67299099982047,2030,"IRA",-5.82711506074089,0
"Coal",86,"Nickel.Coal",9.67299099982047,2030,"Ref",-1.40684744154277,0
"Coal",86,"Nickel.Coal",9.67299099982047,2035,"IRA",-3.06863443089608,0
"Coal",86,"Nickel.Coal",9.67299099982047,2035,"Ref",-2.79738425183609,0
