"model","year","Nuclear Existing","Nuclear New","Hydro","Bio/Other","Bio CCS","Coal","Coal CCS","NGCC","NGCC CCS","NGGT","Hydrogen Blue","Wind","Solar Utility","Solar Distributed","Hydrogen Green","Storage"
"2021.0","2021","  95.5","   0.0","  80.0","  47.0","   0.0"," 209.6","   0.0"," 280.1","   0.0"," 212.0","   0.0"," 165.0","  62.0","  33.0","   0.0","  27.8"
